,count,cat,subcat,subsubcat,combined_cats,combined_cats_lower,processed_comps,sentiment_scores,neg,neu,pos,compound
258,89,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),Department of Buildings Plumbing Failure To Retain Water/Improper Drainage- (LL103/89),department of buildings plumbing failure to retain water/improper drainage- (ll103/89),department buildings plumbing failure retain water improper drainage,"{'neg': 0.32, 'neu': 0.68, 'pos': 0.0, 'compound': -0.5106}",0.32,0.68,0.0,-0.5106
259,88,Department of Transportation,Street Sign - Damaged,"No Parking, Standing, Stopping","Department of Transportation Street Sign - Damaged No Parking, Standing, Stopping","department of transportation street sign - damaged no parking, standing, stopping","department transit transportation street sign damaged parking vehicles, standing, stopping","{'neg': 0.36, 'neu': 0.64, 'pos': 0.0, 'compound': -0.5423}",0.36,0.64,0.0,-0.5423
260,88,Department of Transportation,Street Condition,Line/Marking - Faded,Department of Transportation Street Condition Line/Marking - Faded,department of transportation street condition line/marking - faded,department transit transportation street condition line marking faded,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
261,86,Senior Citizen Rent Increase Exemption Unit,SCRIE,Application Renewal,Senior Citizen Rent Increase Exemption Unit SCRIE Application Renewal,senior citizen rent increase exemption unit scrie application renewal,senior citizen rent increase exemption unit scrie application renewal,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}",0.0,0.777,0.223,0.3182
262,83,Department of Environmental Protection,Water System,Hydrant Knocked Over/Missing (WC),Department of Environmental Protection Water System Hydrant Knocked Over/Missing (WC),department of environmental protection water system hydrant knocked over/missing (wc),department environmental protection water system hydrant knocked missing wc,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",0.216,0.784,0.0,-0.296
263,82,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,Department of Health and Mental Hygiene Unsanitary Animal Pvt Property Dog,department of health and mental hygiene unsanitary animal pvt property dog,department health mental hygiene unsanitary animal pvt property building dog animal,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
264,81,Department of Health and Mental Hygiene,Indoor Air Quality,Other (Explain Below),Department of Health and Mental Hygiene Indoor Air Quality Other (Explain Below),department of health and mental hygiene indoor air quality other (explain below),department health mental hygiene indoor air quality explain,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
265,80,Department of Sanitation,Other Enforcement,E10 Street Obstruction,Department of Sanitation Other Enforcement E10 Street Obstruction,department of sanitation other enforcement e10 street obstruction,department sanitation waste enforcement e street obstruction,"{'neg': 0.359, 'neu': 0.641, 'pos': 0.0, 'compound': -0.4215}",0.359,0.641,0.0,-0.4215
266,79,Department of Parks and Recreation,DPR Internal,Aided/Injury,Department of Parks and Recreation DPR Internal Aided/Injury,department of parks and recreation dpr internal aided/injury,department parks parks recreation parks recreation dpr internal aided injury,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}",0.237,0.763,0.0,-0.4215
267,79,Department of Transportation,Street Light Condition,Fixture/Luminaire Hanging,Department of Transportation Street Light Condition Fixture/Luminaire Hanging,department of transportation street light condition fixture/luminaire hanging,department transit transportation street light condition fixture luminaire hanging,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
268,79,Department of Environmental Protection,Air Quality,"Air: Dust, Construction/Demolition (AE4)","Department of Environmental Protection Air Quality Air: Dust, Construction/Demolition (AE4)","department of environmental protection air quality air: dust, construction/demolition (ae4)","department environmental protection air quality air dust, construction demolition ae","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
269,79,Department of Health and Mental Hygiene,Food Establishment,Food Spoiled,Department of Health and Mental Hygiene Food Establishment Food Spoiled,department of health and mental hygiene food establishment food spoiled,department health mental hygiene food establishment food spoiled,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
270,78,Department of Health and Mental Hygiene,Food Establishment,Food Contaminated,Department of Health and Mental Hygiene Food Establishment Food Contaminated,department of health and mental hygiene food establishment food contaminated,department health mental hygiene food establishment food contaminated,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
271,78,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Department of Parks and Recreation Damaged Tree Tree Alive - in Poor Condition,department of parks and recreation damaged tree tree alive - in poor condition,department parks parks recreation parks recreation damaged tree tree alive poor condition,"{'neg': 0.341, 'neu': 0.511, 'pos': 0.148, 'compound': -0.5267}",0.341,0.511,0.148,-0.5267
272,77,Commercial Exemption Unit,DOF Property - Reduction Issue,Commercial Not For Profit Exemption,Commercial Exemption Unit DOF Property - Reduction Issue Commercial Not For Profit Exemption,commercial exemption unit dof property - reduction issue commercial not for profit exemption,commercial exemption unit dof property building reduction issue commercial profit exemption,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.0,0.775,0.225,0.4404
273,77,Department of Sanitation,Snow,15S Re-Plow/Spread/Ice-Snow Cond.,Department of Sanitation Snow 15S Re-Plow/Spread/Ice-Snow Cond.,department of sanitation snow 15s re-plow/spread/ice-snow cond.,department sanitation waste snow replow spread icesnow cond,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4215}",0.286,0.714,0.0,-0.4215
274,76,Department of Buildings,Building Marshals office,Illegal Activity,Department of Buildings Building Marshals office Illegal Activity,department of buildings building marshals office illegal activity,department buildings building marshals office illegal activity,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.5574}",0.375,0.625,0.0,-0.5574
275,76,Senior Citizen Rent Increase Exemption Unit,SCRIE,Copy of Approval Order,Senior Citizen Rent Increase Exemption Unit SCRIE Copy of Approval Order,senior citizen rent increase exemption unit scrie copy of approval order,senior citizen rent increase exemption unit scrie copy approval order,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.6597}",0.0,0.597,0.403,0.6597
276,74,Department of Sanitation,Dirty Conditions,E2 Receptacle Violation,Department of Sanitation Dirty Conditions E2 Receptacle Violation,department of sanitation dirty conditions e2 receptacle violation,department sanitation waste dirty unsanitary conditions e receptacle violation,"{'neg': 0.64, 'neu': 0.36, 'pos': 0.0, 'compound': -0.836}",0.64,0.36,0.0,-0.836
277,74,Department of Environmental Protection,Sewer,Sewer Odor (SA2),Department of Environmental Protection Sewer Sewer Odor (SA2),department of environmental protection sewer sewer odor (sa2),department environmental protection sewer sewer odor sa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
278,74,Department of Environmental Protection,Sewer,Manhole Overflow (Use Comments) (SA1),Department of Environmental Protection Sewer Manhole Overflow (Use Comments) (SA1),department of environmental protection sewer manhole overflow (use comments) (sa1),department environmental protection sewer manhole drain overflow use comments sa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
279,73,Department of Housing Preservation and Development,PAINT/PLASTER,RADIATOR,Department of Housing Preservation and Development PAINT/PLASTER RADIATOR,department of housing preservation and development paint/plaster radiator,department housing preservation development paint plaster radiator,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
280,73,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power/Phone Lines,Department of Parks and Recreation Overgrown Tree/Branches Hitting Power/Phone Lines,department of parks and recreation overgrown tree/branches hitting power/phone lines,department parks parks recreation parks recreation overgrown tree branches hitting power phone lines,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
281,73,Department of Housing Preservation and Development,FLOORING/STAIRS,STAIRS,Department of Housing Preservation and Development FLOORING/STAIRS STAIRS,department of housing preservation and development flooring/stairs stairs,department housing preservation development flooring stairs stairs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
282,73,Department of Transportation,Traffic Signal Condition,Veh Sgnl Mult Lamps,Department of Transportation Traffic Signal Condition Veh Sgnl Mult Lamps,department of transportation traffic signal condition veh sgnl mult lamps,department transit transportation traffic signal condition veh sgnl mult lamps,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
283,72,New York City Police Department,Vending,Unlicensed,New York City Police Department Vending Unlicensed,new york city police department vending unlicensed,new york city police department vending unlicensed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
284,69,Department of Transportation,Traffic Signal Condition,Vehicle Signal,Department of Transportation Traffic Signal Condition Vehicle Signal,department of transportation traffic signal condition vehicle signal,department transit transportation traffic signal condition vehicle signal,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
285,68,Department of Transportation,Street Sign - Damaged,Stop,Department of Transportation Street Sign - Damaged Stop,department of transportation street sign - damaged stop,department transit transportation street sign damaged stop,"{'neg': 0.505, 'neu': 0.495, 'pos': 0.0, 'compound': -0.6249}",0.505,0.495,0.0,-0.6249
286,68,Department of Transportation,Street Light Condition,Lamppost Wire Exposed,Department of Transportation Street Light Condition Lamppost Wire Exposed,department of transportation street light condition lamppost wire exposed,department transit transportation street light condition lamppost wire exposed,"{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.0772}",0.14,0.86,0.0,-0.0772
287,68,Senior Citizen Rent Increase Exemption Unit,SCRIE,Miscellaneous,Senior Citizen Rent Increase Exemption Unit SCRIE Miscellaneous,senior citizen rent increase exemption unit scrie miscellaneous,senior citizen rent increase exemption unit scrie miscellaneous,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}",0.0,0.753,0.247,0.3182
288,67,Department of Sanitation,Dirty Conditions,E11 Litter Surveillance,Department of Sanitation Dirty Conditions E11 Litter Surveillance,department of sanitation dirty conditions e11 litter surveillance,department sanitation waste dirty unsanitary conditions e litter waste surveillance,"{'neg': 0.586, 'neu': 0.414, 'pos': 0.0, 'compound': -0.8176}",0.586,0.414,0.0,-0.8176
289,67,Department of Transportation,Street Sign - Damaged,Street Cleaning - ASP,Department of Transportation Street Sign - Damaged Street Cleaning - ASP,department of transportation street sign - damaged street cleaning - asp,department transit transportation street sign damaged street cleaning asp,"{'neg': 0.266, 'neu': 0.734, 'pos': 0.0, 'compound': -0.4404}",0.266,0.734,0.0,-0.4404
290,67,Department of Transportation,Street Light Condition,Lamppost Leaning,Department of Transportation Street Light Condition Lamppost Leaning,department of transportation street light condition lamppost leaning,department transit transportation street light condition lamppost leaning,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
